road,id,model_type,condition,name,lat,lon,length
N2,N2_LRP187b,bridge,A,Chaar Nopul,24.61296014,91.64282552,15
N2,N2_link879,link,,,24.61351736,91.64644436,756
N2,N2_LRP188a,bridge,A,PATUA ADARSHAW BOX CULVERT,24.61407458,91.6500632,9.3
N2,N2_link880,link,,,24.61531787,91.65440793,925
N2,N2_LRP189a,bridge,A,Aminnagar Bridge,24.61656116,91.65875266,30
N2,N2_link881,link,,,24.62148858,91.66813293,2252
N2,N2_LRP191b-N207_LRPE,intersection,,,24.626416,91.6775132,0
N2,N2_link882,link,,,24.63741192,91.68763893,3281
N2,N2_LRP194b,bridge,A,Katen Bridge,24.64840784,91.69776467,25.5
N2,N2_link883,link,,,24.66530507,91.71068504,4710
N2,N2_LRP199d,bridge,A,SASHARGAT BRIDGE,24.68220229,91.72360541,3
N2,N2_link884,link,,,24.68523796,91.72411361,672
N2,N2_LRP200c,bridge,A,BRAMMOR GRANON,24.68827363,91.72462182,3
N2,N2_link885,link,,,24.70839724,91.74307655,6063
N2,N2_LRP206b,bridge,A,CHANDPUR BOX CULVERT,24.72852085,91.76153129,7.2
N2,N2_link886,link,,,24.73181081,91.76592006,1160
N2,N2_LRP207b,bridge,A,KASIKAPON BOX CULVERT,24.73510077,91.77030883,6.25
N2,N2_link887,link,,,24.75089554,91.7767565,3918
N2,N2_LRP211b,bridge,A,SONARGOUR BOX CULVERT,24.76669031,91.78320417,1.5
N2,N2_link888,link,,,24.76788856,91.7830634,270
N2,N2_LRP211c,bridge,A,SOWEAGOAN BOX CULVERT,24.7690868,91.78292262,7.1
N2,N2_link889,link,,,24.78044141,91.78602884,2702
N2,N2_LRP214b,bridge,A,AHAMAD NAGAR CULVERT,24.79179601,91.78913507,2
N2,N2_link890,link,,,24.79870625,91.78991759,1557
N2,N2_LRP216a,bridge,A,KUTUB PUR BOX CULVERT,24.80561648,91.79070012,2.5
N2,N2_link891,link,,,24.80666092,91.79100334,261
N2,N2_LRP216b,bridge,A,ROSID PUR,24.80770537,91.79130657,2.5
N2,N2_link892,link,,,24.81722929,91.80217015,3175
N2,N2_LRP219a,bridge,A,LALA BAZAR START,24.82675321,91.81303374,2.5
N2,N2_link893,link,,,24.83356484,91.81740072,1815
N2,N2_LRP221b,bridge,A,LALA BAZAR,24.84037647,91.8217677,2
N2,N2_link894,link,,,24.84443809,91.8236474,981
N2,N2_LRP222a,bridge,B,LALA BAZAR,24.8484997,91.8255271,3
N2,N2_link895,link,,,24.8538506,91.83332779,2055
N2,N2_LRP224b,bridge,A,KETLI 2 CULVERT,24.85920151,91.84112848,3
N2,N2_link896,link,,,24.86004243,91.84390296,600
N2,N2_LRP225a,bridge,A,Teli Bazar Bridge,24.86088336,91.84667744,40.8
N2,N2_link897,link,,,24.86218377,91.84926844,593
N2,N2_LRP225c,bridge,A,BALIADIKONE CULVERT,24.86348418,91.85185945,2
N2,N2_link898,link,,,24.86579883,91.85591607,1010
N2,N2_LRP226c,bridge,A,CHANDRIPUR,24.86811349,91.85997268,1.5
N2,N2_link899,link,,,24.86825964,91.86064391,145
N2,N2_LRP226d,bridge,A,Daudpur,24.86840579,91.86131514,1.5
N2,N2_link900,link,,,24.86883489,91.86221557,217
N2,N2_LRP227a,bridge,B,FIRUS PUR 1,24.869264,91.86311599,7
N2,N2_link901,link,,,24.87168831,91.86550469,750
N2,N2_LRP227d,bridge,B,FIRUSPUR (2),24.87411262,91.86789338,2
N2,N2_link902,link,,,24.87566711,91.87077678,754
N2,N2_LRP228b,bridge,A,SYHAT RAIL LINE OVER BRIDGE,24.8772216,91.87366018,21
N2,N2_link903,link,,,24.87742297,91.87448946,175
N2,N2_LRP228c-N208_LRPE,intersection,,,24.87762435,91.87531875,0
N2,N2_link904,link,,,24.87821462,91.87627898,250
N2,N2_LRP229a,bridge,A,KADAMTALY CULVERT,24.87880489,91.87723921,9.5
N2,N2_link905,link,,,24.87961185,91.87780785,208
N2,N2_LRP229c,bridge,B,SHAHJALAL BRIDGE,24.88041881,91.87837649,298.2
N2,N2_link906,link,,,24.88442137,91.87924186,994
N2,N2_LRP230c,bridge,A,SUB CITY BOX CULVERT,24.88842393,91.88010722,9.1
N2,N2_link907,link,,,24.89064863,91.87918144,583
N2,N2_LRP230e,bridge,A,NAYER POLL BOX CULVERT,24.89287334,91.87825565,2.5
N2,N2_link908,link,,,24.89411415,91.88139617,830
N2,N2_LRP231c,bridge,A,MIRA BAZAR BOX CULVERT,24.89535496,91.88453668,2
N2,N2_link909,link,,,24.89528385,91.88609045,304
N2,N2_LRP231d,bridge,A,FORHADKHA POLL BOX CULVERT,24.89521275,91.88764423,8.5
N2,N2_link910,link,,,24.89590494,91.89576481,1792
N2,N2_LRP233b,bridge,B,TILA GOR BOX CULVERT,24.89659712,91.90388539,6.1
N2,N2_link911,link,,,24.90004832,91.91155436,1752
N2,N2_LRP235a,bridge,A,CHAMILI BAG BOX CULVERT,24.90349953,91.91922333,6
N2,N2_link912,link,,,24.90516641,91.92186131,654
N2,N2_LRP236a,bridge,A,HATIM PARA,24.9068333,91.9244993,11.6
N2,N2_link913,link,,,24.90696082,91.92747406,655
N2,N2_LRP236c,bridge,A,KHASIM RLAQAR,24.90708834,91.93044883,6
N2,N2_link914,link,,,24.91019234,91.93361501,804
N2,N2_LRP237a,bridge,A,Khadim Nagar Bridge,24.91329635,91.9367812,11.8
N2,N2_link915,link,,,24.9145482,91.94212008,1119
N2,N2_LRP238c,bridge,A,KASIM NAGAR,24.91580005,91.94745897,3
N2,N2_link916,link,,,24.91604588,91.94850362,212
N2,N2_LRP239a,bridge,A,KHIDIR PUR BOX CULVERT,24.9162917,91.94954828,3
N2,N2_link917,link,,,24.91806217,91.95411483,1014
N2,N2_LRP240a,bridge,A,HATIMA BOX CULVERT,24.91983264,91.95868139,14.4
N2,N2_link918,link,,,24.92524413,91.96568499,1874
N2,N2_LRP241c,bridge,A,HAGIVILA BOX CULVERT,24.93065562,91.97268859,3
N2,N2_link919,link,,,24.93250792,91.97594574,767
N2,N2_LRP242a,bridge,A,BOTESSOR BOX CULVERT,24.93436022,91.97920289,3
N2,N2_link920,link,,,24.93562654,91.98174496,587
N2,N2_LRP243a,bridge,A,PULI BOX CULVERT,24.93689285,91.98428703,6
N2,N2_link921,link,,,24.93798654,91.98752805,702
N2,N2_LRP243b,bridge,A,BOTESSOR BOX CULVERT,24.93908022,91.99076907,9.25
N2,N2_link922,link,,,24.94781167,92.00090354,2909
N2,N2_LRP246c,bridge,A,SHIK NAGAR,24.95654313,92.01103802,3.9
N2,N2_link923,link,,,24.96052016,92.01754148,1700
N2,N2_LRP248a,bridge,A,PANI CHARA,24.9644972,92.02404495,9
N2,N2_link924,link,,,24.96853381,92.02837385,1322
N2,N2_LRP249a,bridge,A,OMON PUR,24.97257043,92.03270275,6.85
N2,N2_link925,link,,,25.00489782,92.05802507,9171
N2,N2_LRP258a,bridge,A,DAMRI RCC GIDER BRIDGE,25.03722521,92.0833474,55.8
N2,N2_link926,link,,,25.04510036,92.09245678,2552
N2,N2_LRP261a,bridge,A,DAMA BOX CULVERT,25.05297552,92.10156616,6.1
N2,N2_link927,link,,,25.05399306,92.10267288,324
N2,N2_LRP261b,bridge,A,SRIKAL BOX CULVERT,25.0550106,92.10377959,9.1
N2,N2_link928,link,,,25.05684784,92.1049272,468
