road,id,model_type,condition,name,lat,lon,length
N1,N1_link315,link,,,21.42691852,92.07383529,646
N1,N1_LRP372c,bridge,A,CHAKMAR KOOL BOX CULVERT,21.42736545,92.07089348,9.4
N1,N1_link316,link,,,21.42727072,92.06716834,869
N1,N1_LRP373a,bridge,A,KHURUTIA BOX CULVERT,21.427176,92.06344319,2
N1,N1_link317,link,,,21.42724247,92.06225443,258
N1,N1_LRP373b,bridge,A,KHURULIA CULVERT,21.42730894,92.06106567,6.8
N1,N1_link318,link,,,21.42757219,92.05951653,330
N1,N1_LRP374a,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.42783545,92.05796739,16.6
N1,N1_link319,link,,,21.42793257,92.05686221,234
N1,N1_LRP374c,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.42802968,92.05575704,18.6
N1,N1_link320,link,,,21.42804409,92.0544926,267
N1,N1_LRP374e,bridge,A,KHURULIA CHAIRMAN PARA BOX CULVERT,21.42805849,92.05322817,7.2
N1,N1_link321,link,,,21.4277915,92.05093819,472
N1,N1_LRP375a,bridge,A,Sarkarpara Bridge,21.4275245,92.04864822,13
N1,N1_link322,link,,,21.42848486,92.04651447,512
N1,N1_LRP375c,bridge,A,WEST DOVGE BOX CULVERT,21.42944521,92.04438072,10.9
N1,N1_link323,link,,,21.42961681,92.04198764,500
N1,N1_LRP376a,bridge,A,MUKTAR KUL,21.4297884,92.03959457,9.2
N1,N1_link324,link,,,21.42959588,92.03574166,842
N1,N1_LRP377a,bridge,A,BAKKHALI BRIDGE,21.42940336,92.03188875,148.5
N1,N1_link325,link,,,21.42986457,92.03075472,269
N1,N1_LRP377c,bridge,A,MOHURI RARA BOX,21.43032578,92.0296207,3.5
N1,N1_link326,link,,,21.43023985,92.0289821,144
N1,N1_LRP377d,bridge,A,RABAR DAM BOX,21.43015392,92.0283435,10.3
N1,N1_link327,link,,,21.42832627,92.02611345,615
N1,N1_LRP377f,bridge,A,LINK ROAD CULVERT,21.42649862,92.02388341,9
N1,N1_link328,link,,,21.42478084,92.02533568,611
N1,N1_LRP378a,bridge,C,BESIC AREA,21.42306306,92.02678796,4.5
N1,N1_link329,link,,,21.42123242,92.02923543,664
N1,N1_LRP379a,bridge,C,KAMBIR GONA,21.41940178,92.03168291,2.4
N1,N1_link330,link,,,21.41821251,92.03320449,449
N1,N1_LRP379b,bridge,B,HAMBIR GONA (1),21.41702324,92.03472607,7.2
N1,N1_link331,link,,,21.41657,92.03533089,171
N1,N1_LRP379c,bridge,C,HAMBIR GONA-(2),21.41611676,92.03593571,8.1
N1,N1_link332,link,,,21.41518835,92.0373047,363
N1,N1_LRP380a,bridge,A,KANAR PARA,21.41425993,92.03867369,10.9
N1,N1_link333,link,,,21.41337839,92.03910027,369
N1,N1_LRP380c,bridge,A,SHORAR COOL,21.41249684,92.03952685,8.3
N1,N1_link334,link,,,21.41137285,92.04378177,787
N1,N1_LRP381a,bridge,B,SOUTH MITHACHARI,21.41024886,92.04803668,2.2
N1,N1_link335,link,,,21.41027352,92.04884945,190
N1,N1_LRP381b,bridge,A,SOUTH MITHACHARI,21.41029819,92.04966222,8.2
N1,N1_link336,link,,,21.41011093,92.05077533,259
N1,N1_LRP381c,bridge,A,SOUTH MITTA CULVERT,21.40992368,92.05188844,1.9
N1,N1_link337,link,,,21.4093818,92.05345613,377
N1,N1_LRP382a,bridge,A,SOUTH MITHACHARI,21.40883992,92.05502381,3
N1,N1_link338,link,,,21.40839866,92.05551815,166
N1,N1_LRP382b,bridge,A,SOUTH MITHACHARI,21.40795741,92.05601249,2.8
N1,N1_link339,link,,,21.40715906,92.05702964,290
N1,N1_LRP382c,bridge,D,SHAMMOTI PARA,21.40636071,92.05804678,10
N1,N1_link340,link,,,21.40525532,92.05994274,424
N1,N1_LRP383a,bridge,A,CHALATOLI,21.40414992,92.0618387,1.6
N1,N1_link341,link,,,21.40307965,92.06328966,474
N1,N1_LRP383b,bridge,A,CHALIYATOLI,21.40200937,92.06474063,3.6
N1,N1_link342,link,,,21.3985119,92.06616452,875
N1,N1_LRP384a,bridge,A,PANCHORI,21.39501442,92.06758841,8.3
N1,N1_link343,link,,,21.39190981,92.06827536,722
N1,N1_LRP385a,bridge,C,PANAR CHORH -3 SLAB CULVERT,21.3888052,92.0689623,2.7
N1,N1_link344,link,,,21.38812952,92.06933929,168
N1,N1_LRP385b,bridge,B,PANCHARA SLAB CULVERT,21.38745385,92.06971629,2.7
N1,N1_link345,link,,,21.38683622,92.07000239,153
N1,N1_LRP385c,bridge,C,PANCHARA SLAB CULVERT,21.3862186,92.07028849,2.9
N1,N1_link346,link,,,21.38592987,92.0703714,70
N1,N1_LRP385d,bridge,C,PANCHARA SLAB CULVERT,21.38564113,92.07045432,1.8
N1,N1_link347,link,,,21.3850238,92.07048833,145
N1,N1_LRP385e,bridge,B,PANAR CHORA SLAB CULVERT,21.38440646,92.07052234,2.8
N1,N1_link348,link,,,21.38375577,92.07070163,157
N1,N1_LRP385f,bridge,B,PANCHORI SLAB CULVERT,21.38310508,92.07088092,1.8
N1,N1_link349,link,,,21.38300637,92.070916,24
N1,N1_LRP385g,bridge,A,PANCHARA SLAB CULVERT,21.38290767,92.07095108,1.7
N1,N1_link350,link,,,21.38187496,92.07097468,256
N1,N1_LRP386a,bridge,A,PANCHORI,21.38084224,92.07099827,0.8
N1,N1_link351,link,,,21.38023051,92.07080565,146
N1,N1_LRP386b,bridge,B,DALA -2 SLAB CULVERT,21.37961878,92.07061304,1.5
N1,N1_link352,link,,,21.37946579,92.07055221,40
N1,N1_LRP386c,bridge,A,DALA-2 SLAB CULVERT,21.3793128,92.07049139,1.5
N1,N1_link353,link,,,21.37858195,92.0704231,175
N1,N1_LRP386d,bridge,C,DALA-3 SLAB CULVERT,21.37785109,92.07035482,2.2
N1,N1_link354,link,,,21.37736966,92.07073858,148
N1,N1_LRP386e,bridge,A,DALA SLAB CULVERT,21.37688823,92.07112233,1.5
N1,N1_link355,link,,,21.37658376,92.07143408,95
N1,N1_LRP386f,bridge,A,DALA SLAB CULVERT,21.37627929,92.07174583,3
N1,N1_link356,link,,,21.37568217,92.07238707,214
N1,N1_LRP386g,bridge,C,DHALLA SLAB CULVERT,21.37508506,92.0730283,2.4
N1,N1_link357,link,,,21.37481115,92.07354491,150
N1,N1_LRP387a,bridge,A,PANAR CHORI SLAB CULVERT,21.37453724,92.07406151,1.3
N1,N1_link358,link,,,21.37445863,92.07446163,89
N1,N1_LRP387b,bridge,A,PANAR HORA SLAB CULVERT,21.37438002,92.07486174,1.3
N1,N1_link359,link,,,21.37408789,92.0757427,219
N1,N1_LRP387c,bridge,C,PANCR CHAR SLAB CULVERT,21.37379576,92.07662366,1.3
N1,N1_link360,link,,,21.3731063,92.07725838,217
N1,N1_LRP387d,bridge,C,TULA BAGAN SLAB CULVERT,21.37241685,92.0778931,1.3
N1,N1_link361,link,,,21.37155356,92.07848019,224
N1,N1_LRP387e,bridge,A,TULA BAGAN BOX CULVERT,21.37069027,92.07906728,1.3
N1,N1_link362,link,,,21.37021695,92.07935538,118
N1,N1_LRP387f,bridge,A,TELA BAGAN SLAB CULVERT,21.36974364,92.07964348,1.3
N1,N1_link363,link,,,21.36919443,92.07984749,148
N1,N1_LRP388a,bridge,A,TULA BAGAN.,21.36864522,92.0800515,1.3
N1,N1_link364,link,,,21.36812223,92.08026009,143
N1,N1_LRP388b,bridge,B,PARARHORA CULVERT,21.36759924,92.08046867,1.3
N1,N1_link365,link,,,21.36626302,92.0809152,333
N1,N1_LRP388c,bridge,C,TULA BAGUN,21.3649268,92.08136173,7.1
N1,N1_link366,link,,,21.36451351,92.08134667,96
N1,N1_LRP388d,bridge,B,TULA BAGAN,21.36410023,92.08133161,1.3
N1,N1_link367,link,,,21.36270033,92.08093785,329
N1,N1_LRP388e,bridge,B,TOLA BAGAN,21.36130043,92.08054409,1.6
N1,N1_link368,link,,,21.36088531,92.08034835,104
N1,N1_LRP389a,bridge,A,TULA BAGAN,21.3604702,92.08015261,2.5
N1,N1_link369,link,,,21.36009899,92.07997757,93
N1,N1_LRP389b,bridge,A,NORTH-CONIAPARA,21.35972779,92.07980254,1.3
N1,N1_link370,link,,,21.35923684,92.07957103,123
N1,N1_LRP389c,bridge,C,NORTH CONIAPARA,21.35874588,92.07933953,2.2
N1,N1_link371,link,,,21.35750059,92.07921112,296
N1,N1_LRP389d,bridge,A,NORTH CONIA PARA BOX CULVERT,21.3562553,92.0790827,4
N1,N1_link372,link,,,21.35314025,92.0787585,726
N1,N1_LRP390a,bridge,A,WEST CONIARA,21.3500252,92.07843429,21.5
N1,N1_link373,link,,,21.34605726,92.07864408,917
N1,N1_LRP391a,bridge,A,KHONIA POLONG,21.34208932,92.07885388,14.1
N1,N1_link374,link,,,21.33932296,92.07890879,647
N1,N1_LRP391c,bridge,B,KHONIA POLONG.,21.33655661,92.0789637,2.3
N1,N1_link375,link,,,21.33017177,92.08235334,1816
N1,N1_LRP393c,bridge,C,JASOYA PALONG RCC GIDER BRIDGE,21.32378693,92.08574298,5
N1,N1_link376,link,,,21.31600688,92.0915039,2308
N1,N1_LRP395a,bridge,B,MORICHIA PALONG,21.30822684,92.09726483,2.4
N1,N1_link377,link,,,21.30587168,92.09705679,575
N1,N1_LRP396a,bridge,C,MORICHIA PALONG,21.30351652,92.09684875,2.3
N1,N1_link378,link,,,21.29614566,92.09840186,1725
N1,N1_LRP398a,bridge,A,SHAPUR,21.2887748,92.09995497,14.1
N1,N1_link379,link,,,21.28625652,92.1002548,571
N1,N1_LRP398d,bridge,A,COURT BAZAR,21.28373823,92.10055463,10.3
N1,N1_link380,link,,,21.27887201,92.10248849,1172
N1,N1_LRP400a,bridge,A,RATNAPALANG,21.27400579,92.10442234,14
N1,N1_link381,link,,,21.26631501,92.11257016,2474
N1,N1_LRP402b,bridge,A,JADI MORA (2) CULVERT,21.25862422,92.12071798,2.4
N1,N1_link382,link,,,21.25691533,92.1225526,548
N1,N1_LRP403a,bridge,A,JADIMORA (1),21.25520644,92.12438721,2.4
N1,N1_link383,link,,,21.25208546,92.12861415,1268
N1,N1_LRP404a,bridge,C,UKLIA-SHAHABMARKAT,21.24896449,92.13284109,2.4
N1,N1_link384,link,,,21.23992148,92.14679912,4025
N1,N1_LRP408a,bridge,A,P. F PARA SLAB,21.23087848,92.16075715,2
N1,N1_link385,link,,,21.22619923,92.1612302,1121
N1,N1_LRP409a,bridge,B,KUTU - PALONG MOSZID SLAB,21.22151998,92.16170326,2.2
N1,N1_link386,link,,,21.21944801,92.16209363,499
N1,N1_LRP409d,bridge,C,KASHO - BINNAI SLAB,21.21737605,92.16248399,2.1
N1,N1_link387,link,,,21.21669382,92.16307407,230
N1,N1_LRP410a,bridge,A,KATU PALLANG SLAB,21.21601159,92.16366416,2
N1,N1_link388,link,,,21.21547377,92.16460768,241
N1,N1_LRP410b,bridge,A,KUTUNG PALANG SLAB,21.21493596,92.1655512,1.8
N1,N1_link389,link,,,21.21468341,92.16597897,99
N1,N1_LRP410c,bridge,A,KOSUKONA,21.21443086,92.16640674,2.2
N1,N1_link390,link,,,21.21036779,92.16821238,1056
N1,N1_LRP411a,bridge,A,BALAKHALI TV CENTER,21.20630473,92.17001802,6.4
N1,N1_link391,link,,,21.20532286,92.17018737,240
N1,N1_LRP411b,bridge,A,BALUKHALI-2 SLAB,21.20434099,92.17035673,2.2
N1,N1_link392,link,,,21.20315408,92.1703787,278
N1,N1_LRP412a,bridge,A,BALUKHALI KASTOM,21.20196717,92.17040067,3.1
N1,N1_link393,link,,,21.1997998,92.17048897,483
N1,N1_LRP412b,bridge,A,BALUKHALI OLD BUS STAND,21.19763242,92.17057726,39.3
N1,N1_link394,link,,,21.19647397,92.17054237,297
N1,N1_LRP412d,bridge,A,BAKUHHALI KASHAMIA,21.19531553,92.17050747,3
N1,N1_link395,link,,,21.19304431,92.16928889,612
N1,N1_LRP413a,bridge,A,Batukhali Bridge,21.1907731,92.16807032,9.4
N1,N1_link396,link,,,21.18983252,92.16697384,324
N1,N1_LRP413b,bridge,D,Balukhali Boro Bridge,21.18889194,92.16587736,15.4
N1,N1_link397,link,,,21.18643318,92.16259,941
N1,N1_LRP414a,bridge,A,GOGU GONA,21.18397443,92.15930264,1.2
N1,N1_link398,link,,,21.18184057,92.15856685,529
N1,N1_LRP415a,bridge,C,THANGKHALI BOX CULVERT,21.17970671,92.15783106,3.1
N1,N1_link399,link,,,21.17856193,92.15743413,276
N1,N1_LRP415b,bridge,B,THANG KHALI BOX CULVERT,21.17741716,92.15703721,3.1
N1,N1_link400,link,,,21.17641898,92.15664491,242
N1,N1_LRP415c,bridge,C,THANG KHALI BRIDGE,21.17542081,92.15625261,48.8
N1,N1_link401,link,,,21.17395181,92.15577332,352
N1,N1_LRP416a,bridge,A,Changkhali Bridge,21.17248281,92.15529403,9.4
N1,N1_link402,link,,,21.17142758,92.1550164,250
N1,N1_LRP416b,bridge,A,Changkhali Boro Bridge,21.17037235,92.15473878,21.5
N1,N1_link403,link,,,21.16959686,92.15420059,213
N1,N1_LRP416d,bridge,B,JAM TOLI BRIDGE,21.16882136,92.1536624,9.4
N1,N1_link404,link,,,21.16852715,92.15340419,87
N1,N1_LRP416e,bridge,A,JAM TOLI BOX CULVERT,21.16823293,92.15314598,3
N1,N1_link405,link,,,21.16744914,92.15274182,226
N1,N1_LRP416f,bridge,B,DAIM PARA BRIDGE,21.16666535,92.15233765,9.3
N1,N1_link406,link,,,21.16611895,92.15227293,131
N1,N1_LRP417a,bridge,C,DAIM PARA CULVERT,21.16557256,92.1522082,3
N1,N1_link407,link,,,21.16528018,92.15219914,69
N1,N1_LRP417b,bridge,A,DAIM PARA CULVERT,21.16498781,92.15219007,4.6
N1,N1_link408,link,,,21.16348178,92.15226077,346
N1,N1_LRP417c,bridge,C,DAIM PARA CULVERT,21.16197574,92.15233147,1.25
N1,N1_link409,link,,,21.16109012,92.15242859,204
N1,N1_LRP417d,bridge,A,DAIM PARA CULVERT,21.1602045,92.15252572,3
N1,N1_link410,link,,,21.15932899,92.15252264,202
N1,N1_LRP417e,bridge,C,PALONG KHALI CULVERT,21.15845347,92.15251956,3
N1,N1_link411,link,,,21.15545838,92.15296708,723
N1,N1_LRP418a,bridge,C,PALONG KHALI BAZAR (1),21.15246328,92.15341459,9.4
N1,N1_link412,link,,,21.15117696,92.1543151,366
N1,N1_LRP418b,bridge,C,PALONG KHALI BAZAR BRIDGE,21.14989065,92.15521562,15.2
N1,N1_link413,link,,,21.14882916,92.15612912,337
N1,N1_LRP419a,bridge,A,Palong Khali Bridge,21.14776767,92.15704263,57.6
N1,N1_link414,link,,,21.14515696,92.15823592,658
N1,N1_LRP419c,bridge,B,KARUN TOLI RCC GIDER BRIDGE,21.14254625,92.15942922,3.3
N1,N1_link415,link,,,21.14170551,92.15997572,228
N1,N1_LRP420a,bridge,C,GIRA TALI RCC GIDER BRIDGE,21.14086477,92.16052223,15.4
N1,N1_link416,link,,,21.14053761,92.16103766,134
N1,N1_LRP420c,bridge,A,GIVATOLI RCC GIDER BRIDGE,21.14021046,92.1615531,3.3
N1,N1_link417,link,,,21.13954882,92.1625955,271
N1,N1_LRP420d,bridge,A,GIVA TOLI RCC GIDER BRIDGE,21.13888718,92.16363791,3.3
N1,N1_link418,link,,,21.13847684,92.16441785,196
N1,N1_LRP420e,bridge,A,GIVA TOLI BOX CULVERT,21.1380665,92.1651978,1.2
N1,N1_link419,link,,,21.13799379,92.16577561,124
N1,N1_LRP420f,bridge,C,GIVATOLI RCC GIDER BRIDGE,21.13792108,92.16635342,32
N1,N1_link420,link,,,21.13776677,92.16720606,182
N1,N1_LRP421a,bridge,D,Kata Khali Bridge,21.13761246,92.16805871,12.3
N1,N1_link421,link,,,21.13747375,92.16903496,206
N1,N1_LRP421c,bridge,C,ULI BANIA BOX CULVERT,21.13733505,92.17001121,1.2
N1,N1_link422,link,,,21.13697379,92.172257,484
N1,N1_LRP421d,bridge,B,KHARA KANDI RCC GIDER BRIDGE,21.13661254,92.17450278,15.2
N1,N1_link423,link,,,21.13632692,92.17527989,188
N1,N1_LRP421f,bridge,A,ULUBANIA RCC GIDER BRIDGE,21.1360413,92.17605699,4.8
N1,N1_link424,link,,,21.13547811,92.17699748,260
N1,N1_LRP422a,bridge,C,ULIBANIA BOX CULVERT,21.13491492,92.17793796,1.3
N1,N1_link425,link,,,21.13457686,92.17854834,167
N1,N1_LRP422b,bridge,A,DMONIR GONA RCC GIDER BRIDGE,21.1342388,92.17915872,3.3
N1,N1_link426,link,,,21.13306784,92.18192523,673
N1,N1_LRP422c,bridge,B,BALUR KHALI -(1) RCC GIDER BRIDGE,21.13189689,92.18469174,4.7
N1,N1_link427,link,,,21.1309353,92.18575379,326
N1,N1_LRP423a,bridge,C,BALU KHALI -2 BOX CULVERT,21.12997372,92.18681585,1.2
N1,N1_link428,link,,,21.12987091,92.18693143,34
N1,N1_LRP423b,bridge,B,BALU KHALI-3 BOX CULVERT,21.1297681,92.187047,7.9
N1,N1_link429,link,,,21.12938709,92.18747531,126
N1,N1_LRP423c,bridge,A,W HIME KANG BOX CULVERT,21.12900608,92.18790361,1.2
N1,N1_link430,link,,,21.12866438,92.18828773,113
N1,N1_LRP423d,bridge,A,WHIKE KANG BOX CULVERT,21.12832269,92.18867184,1.2
N1,N1_link431,link,,,21.12808985,92.18893358,77
N1,N1_LRP423e,bridge,B,WHIKE KANG BOX CULVERT,21.12785701,92.18919533,1.2
N1,N1_link432,link,,,21.12648035,92.1902814,391
N1,N1_LRP424a,bridge,A,wheke kang (1),21.12510369,92.19136747,6.4
N1,N1_link433,link,,,21.12443209,92.19176318,182
N1,N1_LRP424b,bridge,A,WHIKE KANG BRIDGE,21.12376049,92.19215889,3.35
N1,N1_link434,link,,,21.12333565,92.19244062,114
N1,N1_LRP424c,bridge,C,MOA EX-KANG-BAZAR,21.12291081,92.19272235,13
N1,N1_link435,link,,,21.12272276,92.19284145,51
N1,N1_LRP424e,bridge,A,HOA EX KANG BAZAE,21.12253472,92.19296056,3.2
N1,N1_link436,link,,,21.1220523,92.19323876,126
N1,N1_LRP424g,bridge,B,Hoacx Kang Barbar Bridge,21.12156989,92.19351697,72.6
N1,N1_link437,link,,,21.12001542,92.1949046,483
N1,N1_LRP425a,bridge,A,AMTULI BOX CULVERT,21.11846094,92.19629223,3.4
N1,N1_link438,link,,,21.11721764,92.19668336,312
N1,N1_LRP425b,bridge,A,TASSI-PARA BAR,21.11597435,92.19707449,2.8
N1,N1_link439,link,,,21.1152662,92.19754766,191
N1,N1_LRP425c,bridge,B,TAS SE BRIDGE HOANGK,21.11455805,92.19802083,12.8
N1,N1_link440,link,,,21.11322553,92.19930682,410
N1,N1_LRP425e,bridge,A,LAMBA-BIL PORA,21.11189301,92.2005928,1.2
N1,N1_link441,link,,,21.11135158,92.20134425,124
N1,N1_LRP426a,bridge,A,LAMBABIL MIDDLE PARA,21.11081015,92.20209569,1.2
N1,N1_link442,link,,,21.11034702,92.20273767,104
N1,N1_LRP426b,bridge,A,LAMBABIL MIDDLE,21.10988389,92.20337965,1.2
N1,N1_link443,link,,,21.10932762,92.20410876,193
N1,N1_LRP426c,bridge,A,LAMBA - BIL - (1) BOX CULVERT,21.10877134,92.20483787,2.8
N1,N1_link444,link,,,21.10854394,92.20508593,160
N1,N1_LRP426d,bridge,A,LAM BA BIL (2) BOX CULVERT,21.10831653,92.20533398,2.8
N1,N1_link445,link,,,21.10807492,92.20572064,215
N1,N1_LRP426e,bridge,A,LAMBA BIL (3) BOX CULVERT,21.1078333,92.2061073,1.2
N1,N1_link446,link,,,21.10656387,92.20675273,295
N1,N1_LRP427a,bridge,C,LAMBA BIL BOX,21.10529443,92.20739816,1.2
N1,N1_link447,link,,,21.103662,92.20766881,396
N1,N1_LRP427b,bridge,A,UNCHI - PRANG BRIDGE,21.10202957,92.20793946,34.2
N1,N1_link448,link,,,21.10130349,92.20825875,189
N1,N1_LRP427d,bridge,A,ON SIFAPAING BOX CULVERT,21.10057741,92.20857805,3
N1,N1_link449,link,,,21.09972422,92.20911798,231
N1,N1_LRP427e,bridge,A,UNCHING OPLONG CULVERT (1),21.09887103,92.20965792,1.2
N1,N1_link450,link,,,21.09695115,92.21055901,479
N1,N1_LRP428a,bridge,A,KUTUB DIA PARA (1) CULVERT,21.09503127,92.2114601,2.7
N1,N1_link451,link,,,21.09473824,92.21156818,69
N1,N1_LRP428b,bridge,A,KUTUB DIA PARA CULVERT,21.09444522,92.21167626,2.7
N1,N1_link452,link,,,21.09341397,92.21199371,244
N1,N1_LRP428c,bridge,A,KUTUB - DIA PARA (3),21.09238273,92.21231115,4.2
N1,N1_link453,link,,,21.09145438,92.21259787,221
N1,N1_LRP428d,bridge,A,KANGOR PARA,21.09052602,92.21288459,2.7
N1,N1_link454,link,,,21.08969653,92.21329008,209
N1,N1_LRP429a,bridge,A,KANGOR PARA MOZGID,21.08886703,92.21369557,1.2
N1,N1_link455,link,,,21.08791309,92.21426597,245
N1,N1_LRP429b,bridge,A,KHAN GIOR PARA (1),21.08695915,92.21483637,2.8
N1,N1_link456,link,,,21.08672942,92.21497374,59
N1,N1_LRP429c,bridge,A,KHANGOR PRAMARY (2),21.0864997,92.2151111,1.2
N1,N1_link457,link,,,21.0854561,92.21551547,254
N1,N1_LRP429d,bridge,A,Khan Gor Para Bridge,21.0844125,92.21591985,14
N1,N1_link458,link,,,21.08332722,92.21626053,263
N1,N1_LRP429f,bridge,A,RHANCHOR PARA BOX CULVERT,21.08224195,92.21660122,1.2
N1,N1_link459,link,,,21.08134247,92.21700264,224
N1,N1_LRP430a,bridge,A,KHANCHOR PARA (2),21.08044299,92.21740407,1
N1,N1_link460,link,,,21.07983367,92.21776368,161
N1,N1_LRP430b,bridge,A,KHANCHOR PARA- BOX CULVERT,21.07922435,92.2181233,1
N1,N1_link461,link,,,21.07825346,92.21902668,298
N1,N1_LRP430c,bridge,A,NOYA PARA (1) BOX CULVERT,21.07728257,92.21993007,3
N1,N1_link462,link,,,21.07649986,92.22068273,246
N1,N1_LRP430d,bridge,C,NOYA PARA (1) BRIDGE,21.07571716,92.2214354,6.1
N1,N1_link463,link,,,21.07494747,92.22184217,203
N1,N1_LRP431a,bridge,A,NAYAPARA,21.07417778,92.22224894,5.8
N1,N1_link464,link,,,21.07333537,92.22288088,258
N1,N1_LRP431b,bridge,A,NOYA PARA,21.07249295,92.22351281,1.3
N1,N1_link465,link,,,21.07186241,92.22390259,182
N1,N1_LRP431c,bridge,B,GIMON KHALI BRIDGE,21.07123188,92.22429237,5.8
N1,N1_link466,link,,,21.0703841,92.22443057,207
N1,N1_LRP431d,bridge,C,GIM - MOGARI BRIDGE,21.06953633,92.22456877,7.5
N1,N1_link467,link,,,21.06728809,92.22455166,528
N1,N1_LRP432a,bridge,A,NINA BAZAR BOX CULVERT,21.06503985,92.22453455,1.2
N1,N1_link468,link,,,21.06245676,92.22545838,640
N1,N1_LRP432b,bridge,B,NOYA BAZAR BRIDGE,21.05987366,92.22638221,30.9
N1,N1_link469,link,,,21.05893171,92.22644563,212
N1,N1_LRP433a,bridge,C,NOYA BAZAR CULVERT,21.05798976,92.22650905,1.2
N1,N1_link470,link,,,21.05714206,92.22657716,189
N1,N1_LRP433b,bridge,B,NAYA BAZAR BRIDGE,21.05629435,92.22664528,9.4
N1,N1_link471,link,,,21.05529056,92.22705199,274
N1,N1_LRP433c,bridge,B,NAYA BAZAR BRIDGE,21.05428676,92.2274587,11.8
N1,N1_link472,link,,,21.05311371,92.2285776,421
N1,N1_LRP433d,bridge,C,KHARANG KHALI - BOX CUVERT (1),21.05194066,92.2296965,2.8
N1,N1_link473,link,,,21.05139463,92.23160482,477
N1,N1_LRP434a,bridge,C,KHARANG KHAIL,21.05084861,92.23351314,1.2
N1,N1_link474,link,,,21.04865423,92.23431689,545
N1,N1_LRP434b,bridge,C,MOULIVI BAZAR FISHARI BRIDGE,21.04645985,92.23512064,31.7
N1,N1_link475,link,,,21.04436252,92.23593792,501
N1,N1_LRP435a,bridge,C,MOULOVI BAZAR BOX CULVERT (1),21.0422652,92.23675521,1.2
N1,N1_link476,link,,,21.04135303,92.23720466,228
N1,N1_LRP435b,bridge,C,MOULOVI BAZAR BOX CULVERT,21.04044085,92.23765412,1.2
N1,N1_link477,link,,,21.03904291,92.23835308,344
N1,N1_LRP435c,bridge,A,ALI AXBAR PARA BOX CULVERT,21.03764496,92.23905203,6.2
N1,N1_link478,link,,,21.0358379,92.2398792,449
N1,N1_LRP436a,bridge,B,NILA - HOAB RABG BRIDGE,21.03403085,92.24070637,32.1
N1,N1_link479,link,,,21.03099266,92.2411461,696
N1,N1_LRP437a,bridge,A,NILLA BOX CULVERT (1),21.02795447,92.24158582,4.4
N1,N1_link480,link,,,21.02680717,92.241695,253
N1,N1_LRP437b,bridge,A,NILA. BARAR BOX CULVERT,21.02565987,92.24180417,2.9
N1,N1_link481,link,,,21.02273431,92.2423091,689
N1,N1_LRP438a,bridge,A,NILA - DORGA- PARA-(1) BOX,21.01980875,92.24281403,2.8
N1,N1_link482,link,,,21.01857525,92.24332625,308
N1,N1_LRP438b,bridge,A,NILA DOGA PARA BOX CULVERT,21.01734176,92.24383848,2.8
N1,N1_link483,link,,,21.0166354,92.24429759,187
N1,N1_LRP438c,bridge,A,NAT MURA PARA BOX CULVERT,21.01592903,92.2447567,1.9
N1,N1_link484,link,,,21.01284884,92.24714721,863
N1,N1_LRP439a,bridge,B,CHOUDORIY PARA RCC GIDER BRIDGE,21.00976865,92.24953772,45.6
N1,N1_link485,link,,,21.00779697,92.25090878,540
N1,N1_LRP439c,bridge,B,RONGI HALI BOX CULVERT,21.0058253,92.25227984,2.8
N1,N1_link486,link,,,21.0026156,92.25300063,751
N1,N1_LRP440a,bridge,C,RONGI- KHALI RCC GIDER BRIDGE,20.9994059,92.25372143,12.5
N1,N1_link487,link,,,20.99438208,92.25414633,1163
N1,N1_LRP441a,bridge,C,ALA KHALI KUNA PARA,20.98935826,92.25457123,29.9
N1,N1_link488,link,,,20.98534499,92.25334236,957
N1,N1_LRP442a,bridge,C,LADA BAZAR BOX CULVERT,20.98133172,92.25211348,1.2
N1,N1_link489,link,,,20.98017985,92.25166816,275
N1,N1_LRP443a,bridge,A,Ladapara Bridge,20.97902798,92.25122285,36.6
N1,N1_link490,link,,,20.9774826,92.25060636,374
N1,N1_LRP443c,bridge,A,NAYAPARA BOX CULVERT,20.97593722,92.24998987,2.8
N1,N1_link491,link,,,20.9746077,92.24968299,317
N1,N1_LRP443d,bridge,B,NOYAPARA RCC GIDER BRIDGE,20.97327818,92.24937612,30.4
N1,N1_link492,link,,,20.97121763,92.24901451,492
N1,N1_LRP444a,bridge,A,NAYA PARA BOX CULVERT,20.96915708,92.2486529,1.2
N1,N1_link493,link,,,20.96850525,92.2488125,161
N1,N1_LRP444b,bridge,B,MOSINNI RCC GIDER BRIDGE,20.96785342,92.24897209,8.8
N1,N1_link494,link,,,20.96671101,92.24992224,337
N1,N1_LRP444c,bridge,A,NOYA PARA CULVERT,20.96556859,92.25087239,1.2
N1,N1_link495,link,,,20.96526824,92.25115063,90
N1,N1_LRP444d,bridge,A,NOYA PARA CULVERT,20.96496789,92.25142887,1.2
N1,N1_link496,link,,,20.96457859,92.25165532,100
N1,N1_LRP444e,bridge,A,NOYA PARA (MUSJID) BOX CULVERT(L),20.96418928,92.25188177,1.2
N1,N1_link497,link,,,20.96280621,92.25256788,345
N1,N1_LRP445a,bridge,A,Noya Para Bridge,20.96142314,92.25325399,9.2
N1,N1_link498,link,,,20.96068407,92.25348637,175
N1,N1_LRP445b,bridge,B,JADIMURA (NOYA PARA)BRIDGE,20.959945,92.25371874,41.75
